trial,.article_length,rpa,spa,vrpa,vspa
FFConcatTwoLosses-001-b3256bc5,300,0.7665053474338293,0.7484017446376292,0.6395294121854446,0.7278823529411764
FFConcatTwoLosses-002-9e000286,400,0.7849674964782479,0.7381444534298073,0.512277435177102,0.7169789363782175
FFConcatTwoLosses-003-643f098d,500,0.7606722387754411,0.7339804080379634,0.5332247178421078,0.7169789363782175
FFConcatTwoLosses-004-32a88f58,600,0.736107366512379,0.734909080031648,0.7169789363782175,0.7169789363782175
