trial,.vocabulary_dim,rpa,spa,vrpa,vspa
FFSequence-008-8fc7b269,3000,0.9384979479219546,0.9083011293903362,0.8833934598136639,0.854881880621298
FFSequence-009-30999a37,5000,0.9324765585445272,0.9010514963655617,0.8522052833771214,0.8467357151377649
FFSequence-007-65906172,1000,0.945657709462951,0.916838920349265,0.8723379495007104,0.841848015847645
