trial,.hidden_layers.0.2,rpa,spa,vrpa,vspa
FFSequence-025-caba85fd,0.5,0.9958287400170454,0.9876351935521882,0.9453097136121856,0.8912138867188316
FFSequence-016-ba8a714a,0.6,0.9910913803891189,0.9792926734797247,0.9413862800133269,0.8891927238353126
FFSequence-026-39352a3b,0.7,0.9853707952209279,0.9717844054464738,0.9406729282089568,0.8903816429872232
