trial,.matrix_mode,rpa,spa,vrpa,vspa
FFSequence-011-a1047593,freq,0.9736976124142476,0.9510200413765942,0.9172582334527645,0.8617479343721174
FFSequence-010-45da9515,binary,0.9408945208227065,0.9096192444857498,0.8462702199603409,0.8277667869473314
